county,year,population,population_year_used,total_crashes,crashes_per_100k,impaired_crashes,impaired_crashes_per_100k,fatalities,injuries,owi_probation_cases,owi_probation_per_100k,owi_reincarcerated,unemployment_rate,median_household_income,liquor_sale_dollars,liquor_volume_liters,liquor_bottles_sold,liquor_dollars_per_100k
BUENA VISTA,2002,20142,2002,0,0.000,0,0.000,0,0,0,0.000,0,3.217,,,,,
BUENA VISTA,2003,19990,2003,0,0.000,0,0.000,0,0,0,0.000,0,3.608,,,,,
BUENA VISTA,2004,19800,2004,0,0.000,0,0.000,0,0,0,0.000,0,3.950,,,,,
BUENA VISTA,2005,19713,2005,0,0.000,0,0.000,0,0,0,0.000,0,3.875,,,,,
BUENA VISTA,2006,19604,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.275,,,,,
BUENA VISTA,2007,19455,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.167,,,,,
BUENA VISTA,2008,19491,2008,0,0.000,0,0.000,0,0,0,0.000,0,3.533,,,,,
BUENA VISTA,2009,19601,2009,0,0.000,0,0.000,0,0,0,0.000,0,5.325,,,,,
BUENA VISTA,2010,20260,2010,0,0.000,0,0.000,0,0,0,0.000,0,4.783,,,,,
BUENA VISTA,2011,20311,2011,0,0.000,0,0.000,0,0,0,0.000,0,4.558,,,,,
BUENA VISTA,2012,20561,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.142,46947,,,,
BUENA VISTA,2013,20649,2013,0,0.000,0,0.000,0,0,0,0.000,0,3.958,46951,,,,
BUENA VISTA,2014,20606,2014,255,1237.504,16,77.647,6,121,0,0.000,0,3.992,48010,,,,
BUENA VISTA,2015,20374,2015,370,1816.040,11,53.990,3,127,0,0.000,0,3.617,48195,,,,
BUENA VISTA,2016,20325,2016,292,1436.654,17,83.641,2,118,2,9.840,0,3.675,49942,,,,
BUENA VISTA,2017,20144,2017,282,1399.921,16,79.428,1,91,5,24.821,2,2.725,52784,,,,
BUENA VISTA,2018,19826,2018,271,1366.892,16,80.702,1,89,9,45.395,0,2.242,54556,,,,
BUENA VISTA,2019,19620,2019,294,1498.471,23,117.227,3,100,10,50.968,1,2.158,57125,,,,
BUENA VISTA,2020,20823,2020,223,1070.931,23,110.455,0,75,44,211.305,2,3.783,54014,,,,
BUENA VISTA,2021,20794,2021,293,1409.060,26,125.036,3,102,31,149.081,2,3.083,53645,,,,
BUENA VISTA,2022,20651,2022,316,1530.192,22,106.532,1,108,33,159.799,2,2.533,62662,,,,
BUENA VISTA,2023,20698,2023,297,1434.921,22,106.290,3,104,0,0.000,0,2.492,66564,,,,
BUENA VISTA,2024,20816,2024,334,1604.535,21,100.884,3,112,0,0.000,0,2.617,,,,,
BUENA VISTA,2025,20816,2024,128,614.912,7,33.628,3,47,0,0.000,0,2.964,,2179323,120702,139852,10469463.346
BUENA VISTA,2026,20816,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,264689,15392,18879,1271565.046
BUTLER,2000,15305,2000,0,0.000,0,0.000,0,0,0,0.000,0,3.233,,,,,
BUTLER,2001,15005,2001,0,0.000,0,0.000,0,0,0,0.000,0,4.408,,,,,
BUTLER,2002,14826,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.558,,,,,
BUTLER,2003,14782,2003,0,0.000,0,0.000,0,0,0,0.000,0,5.017,,,,,
BUTLER,2004,14782,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.600,,,,,
BUTLER,2005,14712,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.833,,,,,
BUTLER,2006,14632,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.083,,,,,
BUTLER,2007,14626,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.025,,,,,
BUTLER,2008,14595,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.567,,,,,
BUTLER,2009,14341,2009,0,0.000,0,0.000,0,0,0,0.000,0,6.642,,,,,
BUTLER,2010,14867,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.142,,,,,
BUTLER,2011,14966,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.075,,,,,
BUTLER,2012,14971,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.492,51348,,,,
BUTLER,2013,14975,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.533,52026,,,,
BUTLER,2014,14959,2014,69,461.261,1,6.685,1,26,0,0.000,0,4.242,51701,,,,
BUTLER,2015,14881,2015,69,463.679,8,53.760,1,27,0,0.000,0,4.342,52360,,,,
BUTLER,2016,14702,2016,81,550.945,5,34.009,4,48,13,88.423,0,4.633,52204,,,,
BUTLER,2017,14592,2017,91,623.629,7,47.971,2,40,11,75.384,1,3.800,53937,,,,
BUTLER,2018,14525,2018,78,537.005,2,13.769,0,34,14,96.386,0,2.967,55999,,,,
BUTLER,2019,14439,2019,78,540.204,5,34.628,0,35,12,83.108,1,3.308,57115,,,,
BUTLER,2020,14334,2020,77,537.184,2,13.953,0,34,7,48.835,0,4.833,56473,,,,
BUTLER,2021,14351,2021,84,585.325,6,41.809,5,35,10,69.682,0,3.625,61109,,,,
BUTLER,2022,14275,2022,90,630.473,4,28.021,2,29,6,42.032,0,3.050,65743,,,,
BUTLER,2023,14225,2023,101,710.018,4,28.120,2,29,0,0.000,0,3.258,69651,,,,
BUTLER,2024,14156,2024,95,671.094,6,42.385,2,38,0,0.000,0,3.333,,,,,
BUTLER,2025,14156,2024,32,226.053,3,21.192,0,11,0,0.000,0,4.036,,498440,30410,44755,3521048.177
BUTLER,2026,14156,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,75288,4504,7123,531845.931
CALHOUN,2000,11115,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.808,,,,,
CALHOUN,2001,10946,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.308,,,,,
CALHOUN,2002,10719,2002,0,0.000,0,0.000,0,0,0,0.000,0,3.625,,,,,
CALHOUN,2003,10522,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.208,,,,,
CALHOUN,2004,10388,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.225,,,,,
CALHOUN,2005,10247,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.033,,,,,
CALHOUN,2006,10101,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.358,,,,,
CALHOUN,2007,9951,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.267,,,,,
CALHOUN,2008,9851,2008,0,0.000,0,0.000,0,0,0,0.000,0,3.433,,,,,
CALHOUN,2009,9671,2009,0,0.000,0,0.000,0,0,0,0.000,0,5.217,,,,,
CALHOUN,2010,9670,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.092,,,,,
CALHOUN,2011,10064,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.750,,,,,
CALHOUN,2012,9913,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.483,45097,,,,
CALHOUN,2013,9898,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.183,44484,,,,
CALHOUN,2014,9845,2014,117,1188.421,5,50.787,3,58,0,0.000,0,4.858,44934,,,,
CALHOUN,2015,9801,2015,100,1020.304,8,81.624,1,34,0,0.000,0,4.283,44921,,,,
CALHOUN,2016,9811,2016,111,1131.383,9,91.734,1,37,0,0.000,0,3.442,44635,,,,
CALHOUN,2017,9729,2017,106,1089.526,5,51.393,4,42,1,10.279,0,2.767,46302,,,,
CALHOUN,2018,9711,2018,120,1235.712,4,41.190,3,42,1,10.298,0,2.308,50800,,,,
CALHOUN,2019,9668,2019,109,1127.431,5,51.717,2,42,0,0.000,0,2.242,52323,,,,
CALHOUN,2020,9927,2020,105,1057.721,5,50.368,1,20,8,80.588,1,3.667,55285,,,,
CALHOUN,2021,9894,2021,140,1414.999,6,60.643,0,43,7,70.750,1,3.333,60434,,,,
CALHOUN,2022,9725,2022,98,1007.712,3,30.848,1,24,8,82.262,0,2.408,65614,,,,
CALHOUN,2023,9790,2023,108,1103.166,0,0.000,0,32,0,0.000,0,2.467,66875,,,,
CALHOUN,2024,9711,2024,115,1184.224,4,41.190,1,32,0,0.000,0,2.567,,,,,
CALHOUN,2025,9711,2024,40,411.904,3,30.893,0,12,0,0.000,0,3.209,,541372,29441,43187,5574835.753
CALHOUN,2026,9711,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,64213,3603,5524,661236.639
CARROLL,2000,21427,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.258,,,,,
CARROLL,2001,21214,2001,0,0.000,0,0.000,0,0,0,0.000,0,2.550,,,,,
CARROLL,2002,21138,2002,0,0.000,0,0.000,0,0,0,0.000,0,2.925,,,,,
CARROLL,2003,20984,2003,0,0.000,0,0.000,0,0,0,0.000,0,2.842,,,,,
CARROLL,2004,20888,2004,0,0.000,0,0.000,0,0,0,0.000,0,2.925,,,,,
CARROLL,2005,20911,2005,0,0.000,0,0.000,0,0,0,0.000,0,3.017,,,,,
CARROLL,2006,20766,2006,0,0.000,0,0.000,0,0,0,0.000,0,2.600,,,,,
CARROLL,2007,20788,2007,0,0.000,0,0.000,0,0,0,0.000,0,2.642,,,,,
CARROLL,2008,20679,2008,0,0.000,0,0.000,0,0,0,0.000,0,2.808,,,,,
CARROLL,2009,20674,2009,0,0.000,0,0.000,0,0,0,0.000,0,4.267,,,,,
CARROLL,2010,20816,2010,0,0.000,0,0.000,0,0,0,0.000,0,4.367,,,,,
CARROLL,2011,20860,2011,0,0.000,0,0.000,0,0,0,0.000,0,4.075,,,,,
CARROLL,2012,20654,2012,0,0.000,0,0.000,0,0,0,0.000,0,3.733,48824,,,,
CARROLL,2013,20541,2013,0,0.000,0,0.000,0,0,0,0.000,0,3.358,48361,,,,
CARROLL,2014,20499,2014,244,1190.302,15,73.174,5,98,0,0.000,0,3.167,48998,,,,
CARROLL,2015,20423,2015,269,1317.142,10,48.964,0,101,0,0.000,0,2.608,50559,,,,
CARROLL,2016,20388,2016,265,1299.784,13,63.763,4,116,4,19.619,0,2.492,53785,,,,
CARROLL,2017,20274,2017,265,1307.093,14,69.054,3,98,1,4.932,0,2.217,54563,,,,
CARROLL,2018,20153,2018,232,1151.193,7,34.734,1,78,3,14.886,0,1.867,57674,,,,
CARROLL,2019,20165,2019,239,1185.222,15,74.386,1,104,1,4.959,0,1.842,59212,,,,
CARROLL,2020,20760,2020,209,1006.744,12,57.803,3,80,2,9.634,0,3.767,59198,,,,
CARROLL,2021,20754,2021,228,1098.583,10,48.183,0,81,0,0.000,0,2.750,61157,,,,
CARROLL,2022,20565,2022,221,1074.641,14,68.077,4,90,4,19.451,0,2.000,68041,,,,
CARROLL,2023,20512,2023,204,994.540,8,39.002,3,65,0,0.000,0,2.250,68528,,,,
CARROLL,2024,20407,2024,227,1112.363,9,44.103,4,80,0,0.000,0,2.117,,,,,
CARROLL,2025,20407,2024,102,499.828,6,29.402,2,38,0,0.000,0,2.545,,3257032,184342,195439,15960364.581
CARROLL,2026,20407,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,431055,24162,26567,2112287.793
CASS,2000,14684,2000,0,0.000,0,0.000,0,0,0,0.000,0,3.617,,,,,
CASS,2001,14476,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.967,,,,,
CASS,2002,14214,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.542,,,,,
CASS,2003,14228,2003,0,0.000,0,0.000,0,0,0,0.000,0,5.033,,,,,
CASS,2004,14078,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.842,,,,,
CASS,2005,13918,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.658,,,,,
CASS,2006,13912,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.233,,,,,
CASS,2007,13870,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.158,,,,,
CASS,2008,13812,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.542,,,,,
CASS,2009,13758,2009,0,0.000,0,0.000,0,0,0,0.000,0,6.833,,,,,
CASS,2010,13956,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.350,,,,,
CASS,2011,13765,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.992,,,,,
CASS,2012,13700,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.150,43114,,,,
CASS,2013,13572,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.067,43481,,,,
CASS,2014,13395,2014,254,1896.230,17,126.913,6,101,0,0.000,0,4.350,43960,,,,
CASS,2015,13351,2015,247,1850.049,10,74.901,5,94,0,0.000,0,3.592,43750,,,,
CASS,2016,13176,2016,232,1760.777,15,113.843,14,107,44,333.940,1,3.325,45469,,,,
CASS,2017,13144,2017,228,1734.632,17,129.337,1,73,54,410.834,1,3.708,45637,,,,
CASS,2018,12948,2018,245,1892.184,13,100.402,5,100,30,231.696,2,2.792,48178,,,,
CASS,2019,12836,2019,218,1698.348,19,148.021,2,75,22,171.393,1,2.867,50187,,,,
CASS,2020,13127,2020,234,1782.586,16,121.886,1,86,13,99.033,0,4.033,52005,,,,
CASS,2021,13085,2021,282,2155.139,12,91.708,4,98,25,191.058,0,3.525,55395,,,,
CASS,2022,13125,2022,287,2186.667,29,220.952,2,99,39,297.143,1,2.692,60815,,,,
CASS,2023,13131,2023,288,2193.283,22,167.542,5,103,0,0.000,0,2.750,61657,,,,
CASS,2024,13024,2024,197,1512.592,17,130.528,1,58,0,0.000,0,2.733,,,,,
CASS,2025,13024,2024,105,806.204,2,15.356,2,34,0,0.000,0,3.282,,1584456,90450,117174,12165662.776
CASS,2026,13024,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,256178,14919,19741,1966967.752
CEDAR,2000,18187,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.275,,,,,
CEDAR,2001,18074,2001,0,0.000,0,0.000,0,0,0,0.000,0,2.825,,,,,
CEDAR,2002,18049,2002,0,0.000,0,0.000,0,0,0,0.000,0,3.567,,,,,
CEDAR,2003,18058,2003,0,0.000,0,0.000,0,0,0,0.000,0,3.767,,,,,
CEDAR,2004,18030,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.025,,,,,
CEDAR,2005,17933,2005,0,0.000,0,0.000,0,0,0,0.000,0,3.792,,,,,
CEDAR,2006,18000,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.225,,,,,
CEDAR,2007,17950,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.250,,,,,
CEDAR,2008,18047,2008,0,0.000,0,0.000,0,0,0,0.000,0,3.608,,,,,
CEDAR,2009,18006,2009,0,0.000,0,0.000,0,0,0,0.000,0,5.642,,,,,
CEDAR,2010,18499,2010,0,0.000,0,0.000,0,0,0,0.000,0,5.442,,,,,
CEDAR,2011,18358,2011,0,0.000,0,0.000,0,0,0,0.000,0,5.208,,,,,
CEDAR,2012,18296,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.533,58433,,,,
CEDAR,2013,18226,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.300,58088,,,,
CEDAR,2014,18276,2014,403,2205.078,22,120.376,1,115,0,0.000,0,3.867,59672,,,,
CEDAR,2015,18254,2015,433,2372.083,23,126.000,5,104,0,0.000,0,3.408,59047,,,,
CEDAR,2016,18348,2016,404,2201.875,22,119.904,2,112,2,10.900,0,3.492,60435,,,,
CEDAR,2017,18490,2017,385,2082.207,21,113.575,2,112,0,0.000,0,3.050,62555,,,,
CEDAR,2018,18564,2018,399,2149.321,13,70.028,4,104,0,0.000,0,2.625,65791,,,,
CEDAR,2019,18627,2019,394,2115.209,23,123.477,1,90,1,5.369,0,2.533,67795,,,,
CEDAR,2020,18505,2020,340,1837.341,15,81.059,5,68,1,5.404,0,4.517,69259,,,,
CEDAR,2021,18429,2021,376,2040.263,13,70.541,4,91,1,5.426,0,3.608,72714,,,,
CEDAR,2022,18331,2022,372,2029.349,14,76.373,3,116,0,0.000,0,2.867,76959,,,,
CEDAR,2023,18269,2023,379,2074.553,17,93.054,5,101,0,0.000,0,3.042,79080,,,,
CEDAR,2024,18231,2024,415,2276.342,18,98.733,4,97,0,0.000,0,2.975,,,,,
CEDAR,2025,18231,2024,148,811.804,11,60.337,2,38,0,0.000,0,3.391,,1052508,58758,84866,5773178.871
CEDAR,2026,18231,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,132259,6972,12064,725462.235
CERRO GORDO,2000,46447,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.917,,,,,
CERRO GORDO,2001,45744,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.450,,,,,
CERRO GORDO,2002,45263,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.142,,,,,
CERRO GORDO,2003,45142,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.250,,,,,
CERRO GORDO,2004,44654,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.383,,,,,
CERRO GORDO,2005,44321,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.408,,,,,
CERRO GORDO,2006,44048,2006,0,0.000,0,0.000,0,0,0,0.000,0,3.908,,,,,
CERRO GORDO,2007,43915,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.925,,,,,
CERRO GORDO,2008,43740,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.708,,,,,
CERRO GORDO,2009,43609,2009,0,0.000,0,0.000,0,0,0,0.000,0,7.025,,,,,
CERRO GORDO,2010,44151,2010,0,0.000,0,0.000,0,0,0,0.000,0,6.917,,,,,
CERRO GORDO,2011,43971,2011,0,0.000,0,0.000,0,0,0,0.000,0,6.175,,,,,
CERRO GORDO,2012,43699,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.550,44762,,,,
CERRO GORDO,2013,43528,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.392,44795,,,,
CERRO GORDO,2014,43206,2014,954,2208.027,40,92.580,6,278,0,0.000,0,4.658,45012,,,,
CERRO GORDO,2015,42983,2015,978,2275.318,35,81.428,7,274,0,0.000,0,3.925,46122,,,,
CERRO GORDO,2016,43096,2016,1069,2480.509,47,109.059,6,313,60,139.224,1,3.608,47788,,,,
CERRO GORDO,2017,42999,2017,999,2323.310,48,111.631,12,368,76,176.748,2,3.092,50569,,,,
CERRO GORDO,2018,42642,2018,1033,2422.494,48,112.565,5,315,82,192.299,2,2.683,52902,,,,
CERRO GORDO,2019,42450,2019,1056,2487.633,45,106.007,7,311,78,183.746,1,2.692,53963,,,,
CERRO GORDO,2020,43127,2020,854,1980.198,35,81.156,2,255,73,169.268,0,5.167,56082,,,,
CERRO GORDO,2021,42767,2021,1005,2349.943,50,116.913,8,340,63,147.310,3,3.975,58271,,,,
CERRO GORDO,2022,42408,2022,995,2346.255,49,115.544,4,300,67,157.989,1,2.900,63149,,,,
CERRO GORDO,2023,42470,2023,1004,2364.022,51,120.085,1,310,0,0.000,0,3.083,65537,,,,
CERRO GORDO,2024,42493,2024,1004,2362.742,51,120.020,7,273,0,0.000,0,2.933,,,,,
CERRO GORDO,2025,42493,2024,398,936.625,19,44.713,0,106,0,0.000,0,3.482,,8474889,488201,616184,19944201.257
CERRO GORDO,2026,42493,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,1272421,73681,96583,2994424.517
CHEROKEE,2000,13032,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.358,,,,,
CHEROKEE,2001,12835,2001,0,0.000,0,0.000,0,0,0,0.000,0,2.967,,,,,
CHEROKEE,2002,12530,2002,0,0.000,0,0.000,0,0,0,0.000,0,4.100,,,,,
CHEROKEE,2003,12347,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.167,,,,,
CHEROKEE,2004,12210,2004,0,0.000,0,0.000,0,0,0,0.000,0,4.383,,,,,
CHEROKEE,2005,12021,2005,0,0.000,0,0.000,0,0,0,0.000,0,4.717,,,,,
CHEROKEE,2006,11791,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.142,,,,,
CHEROKEE,2007,11684,2007,0,0.000,0,0.000,0,0,0,0.000,0,3.642,,,,,
CHEROKEE,2008,11501,2008,0,0.000,0,0.000,0,0,0,0.000,0,3.467,,,,,
CHEROKEE,2009,11409,2009,0,0.000,0,0.000,0,0,0,0.000,0,4.633,,,,,
CHEROKEE,2010,12072,2010,0,0.000,0,0.000,0,0,0,0.000,0,4.550,,,,,
CHEROKEE,2011,12024,2011,0,0.000,0,0.000,0,0,0,0.000,0,4.792,,,,,
CHEROKEE,2012,11951,2012,0,0.000,0,0.000,0,0,0,0.000,0,4.300,47816,,,,
CHEROKEE,2013,11874,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.292,48977,,,,
CHEROKEE,2014,11801,2014,175,1482.925,16,135.582,2,53,0,0.000,0,5.108,50828,,,,
CHEROKEE,2015,11483,2015,171,1489.158,11,95.794,2,79,0,0.000,0,5.117,48599,,,,
CHEROKEE,2016,11394,2016,195,1711.427,11,96.542,1,72,0,0.000,0,3.442,51590,,,,
CHEROKEE,2017,11307,2017,156,1379.676,8,70.753,1,46,4,35.376,0,2.408,53998,,,,
CHEROKEE,2018,11295,2018,177,1567.065,14,123.949,2,56,3,26.560,0,2.092,54658,,,,
CHEROKEE,2019,11235,2019,198,1762.350,7,62.305,1,52,1,8.901,0,2.342,56550,,,,
CHEROKEE,2020,11658,2020,171,1466.804,8,68.622,4,72,1,8.578,0,3.533,56302,,,,
CHEROKEE,2021,11539,2021,207,1793.916,6,51.998,1,51,2,17.333,1,2.950,59881,,,,
CHEROKEE,2022,11492,2022,163,1418.378,5,43.509,2,68,3,26.105,0,2.267,63638,,,,
CHEROKEE,2023,11652,2023,185,1587.710,5,42.911,1,63,0,0.000,0,2.325,64478,,,,
CHEROKEE,2024,11658,2024,175,1501.115,11,94.356,0,51,0,0.000,0,2.267,,,,,
CHEROKEE,2025,11658,2024,57,488.935,1,8.578,0,22,0,0.000,0,2.782,,1041035,59137,80783,8929786.670
CHEROKEE,2026,11658,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,145404,8149,11419,1247246.097
CHICKASAW,2000,13095,2000,0,0.000,0,0.000,0,0,0,0.000,0,6.383,,,,,
CHICKASAW,2001,13047,2001,0,0.000,0,0.000,0,0,0,0.000,0,6.250,,,,,
CHICKASAW,2002,12763,2002,0,0.000,0,0.000,0,0,0,0.000,0,5.425,,,,,
CHICKASAW,2003,12550,2003,0,0.000,0,0.000,0,0,0,0.000,0,6.067,,,,,
CHICKASAW,2004,12436,2004,0,0.000,0,0.000,0,0,0,0.000,0,5.950,,,,,
CHICKASAW,2005,12268,2005,0,0.000,0,0.000,0,0,0,0.000,0,5.317,,,,,
CHICKASAW,2006,12268,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.500,,,,,
CHICKASAW,2007,12174,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.175,,,,,
CHICKASAW,2008,12071,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.825,,,,,
CHICKASAW,2009,12017,2009,0,0.000,0,0.000,0,0,0,0.000,0,8.950,,,,,
CHICKASAW,2010,12439,2010,0,0.000,0,0.000,0,0,0,0.000,0,7.550,,,,,
CHICKASAW,2011,12405,2011,0,0.000,0,0.000,0,0,0,0.000,0,6.333,,,,,
CHICKASAW,2012,12287,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.175,43741,,,,
CHICKASAW,2013,12274,2013,0,0.000,0,0.000,0,0,0,0.000,0,4.983,43971,,,,
CHICKASAW,2014,12252,2014,125,1020.242,9,73.457,2,57,0,0.000,0,4.775,46020,,,,
CHICKASAW,2015,12151,2015,146,1201.547,2,16.460,1,35,0,0.000,0,4.475,47040,,,,
CHICKASAW,2016,12094,2016,192,1587.564,11,90.954,5,52,8,66.149,0,4.025,48013,,,,
CHICKASAW,2017,12002,2017,175,1458.090,10,83.319,0,44,7,58.324,1,2.908,50688,,,,
CHICKASAW,2018,11952,2018,160,1338.688,7,58.568,2,42,10,83.668,0,2.525,55385,,,,
CHICKASAW,2019,11933,2019,207,1734.685,3,25.140,0,56,5,41.901,0,2.567,60034,,,,
CHICKASAW,2020,12012,2020,134,1115.551,4,33.300,1,45,12,99.900,1,4.217,61239,,,,
CHICKASAW,2021,11882,2021,156,1312.910,10,84.161,2,47,9,75.745,0,3.042,67146,,,,
CHICKASAW,2022,11755,2022,143,1216.504,6,51.042,4,47,10,85.070,0,2.408,72734,,,,
CHICKASAW,2023,11694,2023,154,1316.915,6,51.308,2,54,0,0.000,0,2.325,73421,,,,
CHICKASAW,2024,11719,2024,173,1476.235,7,59.732,1,50,0,0.000,0,2.575,,,,,
CHICKASAW,2025,11719,2024,69,588.787,3,25.599,0,9,0,0.000,0,2.982,,665280,40514,46009,5676931.991
CHICKASAW,2026,11719,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,97999,6024,6716,836242.000
CLARKE,2000,9133,2000,0,0.000,0,0.000,0,0,0,0.000,0,3.167,,,,,
CLARKE,2001,9180,2001,0,0.000,0,0.000,0,0,0,0.000,0,4.067,,,,,
CLARKE,2002,9168,2002,0,0.000,0,0.000,0,0,0,0.000,0,5.317,,,,,
CLARKE,2003,9211,2003,0,0.000,0,0.000,0,0,0,0.000,0,8.042,,,,,
CLARKE,2004,9221,2004,0,0.000,0,0.000,0,0,0,0.000,0,6.350,,,,,
CLARKE,2005,9076,2005,0,0.000,0,0.000,0,0,0,0.000,0,5.208,,,,,
CLARKE,2006,9074,2006,0,0.000,0,0.000,0,0,0,0.000,0,4.075,,,,,
CLARKE,2007,9017,2007,0,0.000,0,0.000,0,0,0,0.000,0,4.158,,,,,
CLARKE,2008,9085,2008,0,0.000,0,0.000,0,0,0,0.000,0,4.542,,,,,
CLARKE,2009,9086,2009,0,0.000,0,0.000,0,0,0,0.000,0,7.700,,,,,
CLARKE,2010,9286,2010,0,0.000,0,0.000,0,0,0,0.000,0,7.758,,,,,
CLARKE,2011,9317,2011,0,0.000,0,0.000,0,0,0,0.000,0,7.083,,,,,
CLARKE,2012,9341,2012,0,0.000,0,0.000,0,0,0,0.000,0,5.983,44211,,,,
CLARKE,2013,9245,2013,0,0.000,0,0.000,0,0,0,0.000,0,5.483,43216,,,,
CLARKE,2014,9196,2014,212,2305.350,6,65.246,0,70,0,0.000,0,4.500,42430,,,,
CLARKE,2015,9219,2015,214,2321.293,13,141.013,0,79,0,0.000,0,4.067,43327,,,,
CLARKE,2016,9288,2016,202,2174.849,13,139.966,6,84,44,473.730,2,3.383,46510,,,,
CLARKE,2017,9396,2017,210,2234.994,7,74.500,3,49,27,287.356,1,3.092,49718,,,,
CLARKE,2018,9502,2018,206,2167.965,8,84.193,4,63,19,199.958,0,2.883,51571,,,,
CLARKE,2019,9395,2019,208,2213.944,8,85.152,2,60,29,308.675,2,2.817,54427,,,,
CLARKE,2020,9748,2020,146,1497.743,7,71.810,0,45,18,184.653,1,5.275,55078,,,,
CLARKE,2021,9751,2021,206,2112.604,6,61.532,4,47,26,266.639,1,3.925,58617,,,,
CLARKE,2022,9676,2022,175,1808.599,11,113.683,2,49,15,155.023,1,3.033,63120,,,,
CLARKE,2023,9631,2023,188,1952.030,12,124.598,3,67,0,0.000,0,2.875,66821,,,,
CLARKE,2024,9524,2024,206,2162.957,7,73.499,1,63,0,0.000,0,2.783,,,,,
CLARKE,2025,9524,2024,87,913.482,4,41.999,0,27,0,0.000,0,3.209,,1189747,61198,78348,12492090.928
CLARKE,2026,9524,2024,0,0.000,0,0.000,0,0,0,0.000,0,,,162721,7719,10545,1708539.374
CLAY,2000,17372,2000,0,0.000,0,0.000,0,0,0,0.000,0,2.475,,,,,
CLAY,2001,17255,2001,0,0.000,0,0.000,0,0,0,0.000,0,3.125,,,,,
CLAY,2002,17071,2002,0,0.000,0,0.000,0,0,0,0.000,0,3.817,,,,,
CLAY,2003,16957,2003,0,0.000,0,0.000,0,0,0,0.000,0,4.167,,,,,
